ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
16694	2.97e-12	1.57e-16	-9.4474837	26.968398	-0.53072901	DPP10-AS1	DPP10 antisense RNA 1
10494	2.97e-12	1.84e-16	9.4201728	26.81794	0.54793807	DUOX2	dual oxidase 2
11488	3.61e-12	3.35e-16	9.3149637	26.239057	0.25142009	BACE2	beta-site APP-cleaving enzyme 2
18191	4.23e-11	5.23e-15	8.8305489	23.590682	0.30995778	PDZK1IP1	PDZK1 interacting protein 1
27159	7.39e-11	1.14e-14	8.6918736	22.838467	0.20467593		
23575	1.77e-10	3.29e-14	-8.5029516	21.818633	-0.11824724		
42513	3.32e-10	7.32e-14	8.3594175	21.047932	0.21894913	BACE2	beta-site APP-cleaving enzyme 2
2627	3.32e-10	8.20e-14	8.3390084	20.938652	0.1655583	LINC00963	long intergenic non-protein coding RNA 963
35252	9.45e-10	2.85e-13	8.11384	19.738368	0.276177	CHI3L1	chitinase 3 like 1
22420	9.45e-10	2.92e-13	-8.1093456	19.714514	-0.34539176	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
18979	1.05e-09	3.58e-13	8.0722907	19.51801	0.55098216	LCN2	lipocalin 2
12587	1.24e-09	4.61e-13	8.0267086	19.276686	0.31714326	PI3	peptidase inhibitor 3
16715	1.54e-09	6.19e-13	-7.9727149	18.991413	-0.19190954	TTC19	tetratricopeptide repeat domain 19
25428	1.67e-09	7.50e-13	7.9378239	18.80741	0.14596742	BHLHE40	basic helix-loop-helix family member e40
8732	1.67e-09	7.73e-13	7.9322692	18.778142	0.09742748	RNF114	ring finger protein 114
14865	3.00e-09	1.49e-12	7.8123696	18.148102	0.30695656	ZC3H12A	zinc finger CCCH-type containing 12A
12037	3.41e-09	1.87e-12	7.7702894	17.927782	0.17514631	MIR4435-2HG	MIR4435-2 host gene
26813	3.41e-09	2.00e-12	-7.7576236	17.861551	-0.1586863	CNTNAP2	contactin associated protein-like 2
7626	3.41e-09	2.06e-12	7.7527367	17.836006	0.38171562	ADM	adrenomedullin
2530	3.41e-09	2.11e-12	7.7479353	17.810915	0.27346587	CD55	CD55 molecule (Cromer blood group)
35379	4.14e-09	2.69e-12	-7.7034144	17.578524	-0.18694769	TMEM98	transmembrane protein 98
41109	4.66e-09	3.17e-12	-7.6729307	17.419687	-0.16993352	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
17309	4.96e-09	3.52e-12	7.653174	17.316868	0.53132239		
38547	5.60e-09	4.22e-12	-7.6198939	17.143894	-0.18364416	AGMAT	agmatinase
