ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8115041	1.00e-31	3.01e-36	-20.338613	71.60845	-1.8749341	PDE6A	phosphodiesterase 6A
8101284	2.65e-28	2.76e-32	-18.014404	62.755274	-2.65647077	PRKG2	protein kinase, cGMP-dependent, type II
8118324	2.65e-28	3.60e-32	17.948596	62.494354	2.35223815	C2	complement component 2
8178095	2.65e-28	3.99e-32	17.923579	62.395016	2.38162956	C2	complement component 2
8179331	2.65e-28	3.99e-32	17.923579	62.395016	2.38162956	C2	complement component 2
8118345	5.11e-28	9.42e-32	17.713594	61.557916	2.33130905	CFB	complement factor B
8178115	5.11e-28	1.08e-31	17.681244	61.428434	2.35598298	CFB	complement factor B
8110841	5.60e-28	1.35e-31	17.626551	61.209203	1.80585798	LPCAT1	lysophosphatidylcholine acyltransferase 1
8179351	6.10e-28	1.65e-31	17.57714	61.010805	2.31456339	CFB	complement factor B
8053030	7.07e-26	2.13e-29	-16.419528	56.269472	-1.33802122	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)
8167185	4.38e-25	1.45e-28	15.973154	54.393419	2.90753827	TIMP1	TIMP metallopeptidase inhibitor 1
7949344	1.45e-24	5.22e-28	-15.678087	53.138745	-1.61219331	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1
8000700	2.83e-24	1.19e-27	-15.489245	52.329711	-1.06171005		
8003599	2.83e-24	1.19e-27	-15.489245	52.329711	-1.06171005		
8028955	5.07e-24	2.39e-27	-15.330908	51.647749	-3.14726755	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
8044700	5.07e-24	2.44e-27	-15.326505	51.628737	-1.83217015	DPP10	dipeptidyl peptidase like 10
7909332	6.35e-24	3.42e-27	15.249674	51.296591	2.23354108	CD55	CD55 molecule (Cromer blood group)
8154100	6.35e-24	3.44e-27	-15.248605	51.291967	-1.71349475	VLDLR	very low density lipoprotein receptor
8169504	2.00e-23	1.14e-26	14.978039	50.116127	5.62351383	SLC6A14	solute carrier family 6 member 14
7942774	8.20e-23	4.93e-26	-14.650831	48.681479	-1.31972155	AQP11	aquaporin 11
7903334	1.03e-22	6.50e-26	-14.589185	48.409655	-1.66270946	CDC14A	cell division cycle 14A
7945371	2.46e-22	1.63e-25	14.385459	47.50791	1.48590348	IFITM3	interferon induced transmembrane protein 3
8160823	2.50e-22	1.73e-25	-14.372891	47.452111	-1.90731314	CNTFR	ciliary neurotrophic factor receptor
8073062	3.54e-22	2.56e-25	-14.286095	47.066202	-2.61581616	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
8095697	3.82e-22	2.87e-25	14.260784	46.953486	3.39515712	CXCL1	C-X-C motif chemokine ligand 1
8086953	4.03e-22	3.15e-25	14.239918	46.860507	0.73713436	SHISA5	shisa family member 5
8095402	4.36e-22	3.54e-25	-14.214323	46.746379	-3.13500612	UGT2A3	UDP glucuronosyltransferase family 2 member A3
8096602	4.94e-22	4.16e-25	14.179135	46.589346	2.19486461	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
7962559	5.79e-22	5.05e-25	-14.13641	46.398469	-2.61290292	SLC38A4	solute carrier family 38 member 4
