ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
4583	1.79e-08	4.87e-13	7.8231905	19.194909	0.15		
26554	2.17e-07	1.18e-11	7.2712514	16.121628	0.282	ZBP1	Z-DNA binding protein 1
43723	1.20e-06	9.80e-11	6.8926549	14.081467	0.251	EPSTI1	epithelial stromal interaction 1 (breast)
28521	2.05e-06	2.36e-10	6.7319846	13.233983	0.193	HLA-G	major histocompatibility complex, class I, G
30730	2.05e-06	2.79e-10	-6.7013758	13.073828	-0.0605	TOMM40	translocase of outer mitochondrial membrane 40
42644	2.87e-06	4.69e-10	-6.6055546	12.575208	-0.122	DDAH1	dimethylarginine dimethylaminohydrolase 1
1896	3.96e-06	8.49e-10	6.4950013	12.005193	0.11	MR1	major histocompatibility complex, class I-related
22364	3.96e-06	8.62e-10	-6.4921576	11.990607	-0.125	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
6203	5.43e-06	1.33e-09	6.4106939	11.574382	0.136	SP100	SP100 nuclear antigen
18175	6.52e-06	1.84e-09	6.348632	11.259431	0.21	IFIT3	interferon induced protein with tetratricopeptide repeats 3
24074	6.52e-06	1.95e-09	-6.3381611	11.206479	-0.0563	NPAS3	neuronal PAS domain protein 3
39123	6.84e-06	2.23e-09	6.3123466	11.076162	0.318	IGHA1	immunoglobulin heavy constant alpha 1
27010	7.92e-06	3.06e-09	6.2519677	10.772643	0.153	UBR1	ubiquitin protein ligase E3 component n-recognin 1
15631	7.92e-06	3.36e-09	6.234303	10.684187	0.127	ANXA5	annexin A5
40923	7.92e-06	3.74e-09	6.2137271	10.581351	0.301		
25842	7.92e-06	3.88e-09	-6.2067717	10.546637	-0.067	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
35379	7.92e-06	3.93e-09	-6.2041088	10.533353	-0.146	TMEM98	transmembrane protein 98
23185	7.92e-06	3.96e-09	6.2026329	10.525992	0.32		
9014	7.92e-06	4.09e-09	-6.1965122	10.495477	-0.0517	FOXK2	forkhead box K2
14623	8.20e-06	4.68e-09	6.1705436	10.36622	0.195	MAP3K8	mitogen-activated protein kinase kinase kinase 8
5767	8.20e-06	4.68e-09	-6.1703561	10.365287	-0.051		
15503	8.24e-06	4.93e-09	6.1605858	10.316746	0.232	SLC40A1	solute carrier family 40 member 1
28774	8.36e-06	5.23e-09	-6.1492183	10.26033	-0.132		
16935	9.20e-06	6.11e-09	6.1189854	10.110609	0.291	ADGRF1	adhesion G protein-coupled receptor F1
25960	9.20e-06	6.25e-09	6.1144732	10.088304	0.133	VEGFA	vascular endothelial growth factor A
5894	1.03e-05	7.39e-09	6.0820348	9.928259	0.113	C5orf56	chromosome 5 open reading frame 56
33448	1.03e-05	7.77e-09	-6.0721566	9.87963	-0.0784		
38573	1.03e-05	7.85e-09	6.0701912	9.869961	0.15	C5orf56	chromosome 5 open reading frame 56
7746	1.03e-05	8.19e-09	-6.0619652	9.829512	-0.101	CCDC187	coiled-coil domain containing 187
27272	1.03e-05	8.65e-09	6.0512243	9.776751	0.408	NOS2	nitric oxide synthase 2
8270	1.03e-05	8.77e-09	6.0486395	9.764062	0.25	SAMD9L	sterile alpha motif domain containing 9 like
21374	1.03e-05	9.00e-09	6.0436954	9.739803	0.163	GNAT1	G protein subunit alpha transducin 1
19441	1.35e-05	1.21e-08	5.9848028	9.451816	0.108		
1911	1.37e-05	1.27e-08	5.9754407	9.406203	0.171	ANKRD20A2	ankyrin repeat domain 20 family member A2
3615	1.37e-05	1.30e-08	5.970879	9.383995	0.107		
36675	1.54e-05	1.53e-08	5.9392861	9.230493	0.245		
10494	1.54e-05	1.57e-08	5.9343769	9.206688	0.317	DUOX2	dual oxidase 2
39182	1.54e-05	1.59e-08	5.9315024	9.192756	0.238	MDK	midkine (neurite growth-promoting factor 2)
14635	1.65e-05	1.78e-08	5.9093242	9.085408	0.137		
