ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2261600	2.21e-13	4.66e-18	9.6850271	30.0877314	1.47	FCGR1B	Fc fragment of IgG receptor Ib
ILMN_1659845	8.72e-13	3.69e-17	-9.3598563	28.121322	-0.643	KIAA0355	KIAA0355
ILMN_2058782	1.91e-12	1.21e-16	9.1708423	26.9877337	5.22	IFI27	interferon alpha inducible protein 27
ILMN_1701455	3.05e-12	2.57e-16	9.0507694	26.2715285	1.22	FBXO6	F-box protein 6
ILMN_1731224	4.12e-12	4.35e-16	8.9666153	25.7714769	1.42	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_2388547	5.46e-12	6.92e-16	8.8921434	25.3303145	2.27	EPSTI1	epithelial stromal interaction 1 (breast)
ILMN_1758418	1.31e-11	2.20e-15	8.7055517	24.2307984	1.18	TNFSF13B	tumor necrosis factor superfamily member 13b
ILMN_2176063	1.31e-11	2.22e-15	8.7042406	24.2231031	1.45	FCGR1A	Fc fragment of IgG receptor Ia
ILMN_1801307	1.41e-11	2.69e-15	8.673065	24.0402484	1.05	TNFSF10	tumor necrosis factor superfamily member 10
ILMN_1774874	1.58e-11	3.35e-15	8.6373572	23.8311154	1.26	IL1RN	interleukin 1 receptor antagonist
ILMN_2347798	1.58e-11	3.68e-15	8.6216657	23.7393169	2.56	IFI6	interferon alpha inducible protein 6
ILMN_1760062	1.87e-11	4.75e-15	8.5801862	23.496964	2.5	IFI44	interferon induced protein 44
ILMN_1799467	2.76e-11	7.59e-15	8.5037455	23.0515332	1.53	SAMD9L	sterile alpha motif domain containing 9 like
ILMN_1657871	3.27e-11	9.68e-15	8.4638376	22.8196085	3.17	RSAD2	radical S-adenosyl methionine domain containing 2
ILMN_1777325	3.72e-11	1.26e-14	8.4208153	22.5700728	0.907	STAT1	signal transducer and activator of transcription 1
ILMN_1674811	3.72e-11	1.29e-14	8.416862	22.547169	2.3	OASL	2'-5'-oligoadenylate synthetase like
ILMN_1701114	3.72e-11	1.34e-14	8.4109217	22.5127606	1.36	GBP1	guanylate binding protein 1
ILMN_1683792	3.86e-11	1.47e-14	8.3954799	22.4233636	1.34	LAP3	leucine aminopeptidase 3
ILMN_1801246	3.88e-11	1.56e-14	8.3856879	22.366709	1.03	IFITM1	interferon induced transmembrane protein 1
ILMN_1723912	4.95e-11	2.09e-14	8.3370775	22.0858605	3.62	IFI44L	interferon induced protein 44 like
ILMN_1706502	5.08e-11	2.25e-14	8.3249128	22.0156835	1.72	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
