ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
233479_at	0.000017	7.52e-10	7.249752	11.592146	2.3393722		
230894_s_at	0.001988	1.76e-07	-5.875013	6.80809	-1.9687447		
227609_at	0.002247	2.98e-07	5.73893	6.34256	1.8031227	EPSTI1	epithelial stromal interaction 1 (breast)
226702_at	0.003863	8.19e-07	5.475542	5.44924	2.2467869	CMPK2	cytidine/uridine monophosphate kinase 2
232666_at	0.003863	8.53e-07	5.464829	5.413146	1.706659	OAS3	2'-5'-oligoadenylate synthetase 3
229420_at	0.005516	1.52e-06	-5.312587	4.902495	-1.1255997	LOC101243545///SNORD4A	uncharacterized LOC101243545///small nucleolar RNA, C/D box 4A
232517_s_at	0.005516	1.85e-06	5.26088	4.730083	1.2762557	HELZ2	helicase with zinc finger 2
235276_at	0.005516	1.95e-06	5.246911	4.683597	1.7654113	EPSTI1	epithelial stromal interaction 1 (breast)
227807_at	0.006296	2.50e-06	5.180393	4.462803	1.2015014	PARP9	poly(ADP-ribose) polymerase family member 9
222941_at	0.00769	3.84e-06	5.065624	4.084131	1.0165805	USP46	ubiquitin specific peptidase 46
231156_at	0.00769	3.90e-06	5.061311	4.069957	0.9882753	HAO2	hydroxyacid oxidase 2
240189_at	0.00769	4.07e-06	5.049785	4.032107	1.4720613	ACOXL	acyl-CoA oxidase-like
225184_at	0.008637	4.96e-06	-4.996902	3.858849	-0.7120919	ARID1B	AT-rich interaction domain 1B
239988_at	0.009595	5.93e-06	4.948392	3.70052	0.9823799		
234944_s_at	0.011578	7.95e-06	4.868767	3.441926	1.1958977	MTFR2	mitochondrial fission regulator 2
231769_at	0.011578	8.18e-06	4.861004	3.416802	1.1849694	FBXO6	F-box protein 6
224580_at	0.011672	8.94e-06	-4.83671	3.338283	-0.7986775	SLC38A1	solute carrier family 38 member 1
222536_s_at	0.011672	9.28e-06	-4.82661	3.305687	-1.6551528	ZNF395	zinc finger protein 395
237843_at	0.012173	1.06e-05	-4.790761	3.190214	-1.3639688		
200089_s_at	0.012173	1.08e-05	-4.786215	3.175596	-0.7172233	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
226664_at	0.012282	1.18e-05	4.761459	3.096092	0.6410732	TBC1D20	TBC1 domain family member 20
227937_at	0.012282	1.19e-05	4.757563	3.083595	0.7337447	MYPOP	Myb related transcription factor, partner of profilin
238327_at	0.013685	1.57e-05	4.682377	2.843285	0.8964121	ODF3B	outer dense fiber of sperm tails 3B
237781_at	0.013685	1.64e-05	4.669497	2.802284	0.893085	HORMAD2	HORMA domain containing 2
238156_at	0.013685	1.66e-05	-4.665778	2.790455	-1.1842177		
223220_s_at	0.013685	1.67e-05	4.665357	2.789114	1.2910545	PARP9	poly(ADP-ribose) polymerase family member 9
242625_at	0.013685	1.69e-05	4.661968	2.778338	2.6393221	RSAD2	radical S-adenosyl methionine domain containing 2
235260_s_at	0.013685	1.69e-05	4.661055	2.775435	0.5813399	PACRGL	PARK2 coregulated like
229450_at	0.015087	2.05e-05	4.6075	2.605616	2.4672851	IFIT3	interferon induced protein with tetratricopeptide repeats 3
239790_s_at	0.015087	2.11e-05	-4.600027	2.581987	-1.2903207		
227021_at	0.015087	2.12e-05	4.597948	2.575418	1.0655882	KDM1B	lysine demethylase 1B
227649_s_at	0.015087	2.16e-05	4.592675	2.558759	0.9023918	SRGAP2C///SRGAP2B///SRGAP2	SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
224983_at	0.015087	2.20e-05	4.58818	2.544566	0.7826204	SCARB2	scavenger receptor class B member 2
227902_at	0.01522	2.29e-05	-4.576815	2.508707	-1.8242804	ZFP41	ZFP41 zinc finger protein
