ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
208646_at	2.31e-10	1.04e-14	-10.1865997	22.973176	-1.5231134		
213294_at	1.46e-09	1.40e-13	9.5032113	20.506884	1.4440277	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
214453_s_at	1.46e-09	1.96e-13	9.4152999	20.185953	2.1477067	IFI44	interferon induced protein 44
216650_at	8.10e-09	1.55e-12	-8.8795866	18.214421	-2.0840611		
214167_s_at	8.10e-09	1.82e-12	-8.8396014	18.066267	-1.0653984	RPLP0	ribosomal protein lateral stalk subunit P0
200651_at	1.35e-08	3.63e-12	-8.6621951	17.407449	-0.8432427	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1
219519_s_at	2.39e-08	7.52e-12	8.4753661	16.711218	4.9244566	SIGLEC1	sialic acid binding Ig like lectin 1
44673_at	2.44e-08	9.52e-12	8.4151751	16.486431	2.4402277	SIGLEC1	sialic acid binding Ig like lectin 1
211937_at	2.44e-08	1.04e-11	-8.3924993	16.40169	-1.2620507	EIF4B	eukaryotic translation initiation factor 4B
204439_at	2.44e-08	1.09e-11	8.3797787	16.35414	3.0886796	IFI44L	interferon induced protein 44 like
200826_at	2.54e-08	1.25e-11	-8.3451917	16.224803	-0.9132548	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
201154_x_at	3.59e-08	1.93e-11	-8.2345647	15.810677	-0.9459439	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
221475_s_at	3.79e-08	2.25e-11	-8.1955499	15.664477	-0.8898103	RPL15	ribosomal protein L15
200081_s_at	3.79e-08	2.38e-11	-8.18096	15.609785	-0.8728622	RPS6	ribosomal protein S6
211710_x_at	4.13e-08	2.78e-11	-8.1416599	15.462414	-0.9485383	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
202086_at	7.73e-08	5.99e-11	7.9463174	14.728934	1.7974053	MX1	MX dynamin like GTPase 1
200089_s_at	7.73e-08	6.12e-11	-7.9409905	14.708912	-0.7547616	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
214059_at	7.73e-08	6.82e-11	7.9133491	14.605003	1.9858912	IFI44	interferon induced protein 44
220947_s_at	7.73e-08	6.85e-11	7.9122796	14.600983	0.7786393	TBC1D10B	TBC1 domain family member 10B
200678_x_at	7.73e-08	7.43e-11	7.8915675	14.523106	0.9915336	GRN	granulin
208635_x_at	7.73e-08	7.96e-11	-7.8741836	14.457732	-0.7309385	NACA	nascent polypeptide-associated complex alpha subunit
215498_s_at	7.73e-08	8.60e-11	7.8544073	14.383351	1.8609507	LOC100996792///MAP2K3	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
202197_at	7.73e-08	8.74e-11	7.8503604	14.368129	0.8455688	MTMR3	myotubularin related protein 3
201963_at	7.73e-08	8.97e-11	7.8436578	14.342916	1.5331768	ACSL1	acyl-CoA synthetase long-chain family member 1
38710_at	7.73e-08	9.05e-11	7.841579	14.335097	0.888387	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
202411_at	7.73e-08	9.21e-11	7.8370686	14.318129	4.2750686	IFI27	interferon alpha inducible protein 27
202145_at	7.73e-08	9.37e-11	7.8328294	14.302182	1.8789087	LY6E	lymphocyte antigen 6 complex, locus E
204858_s_at	8.20e-08	1.03e-10	7.8084739	14.210549	1.6093403	TYMP	thymidine phosphorylase
222154_s_at	9.58e-08	1.25e-10	7.7598803	14.02768	1.4991029	SPATS2L	spermatogenesis associated serine rich 2 like
202913_at	9.58e-08	1.29e-10	7.7514449	13.99593	0.7395521	ARHGEF11	Rho guanine nucleotide exchange factor 11
212042_x_at	1.01e-07	1.41e-10	-7.7285779	13.909854	-0.6551306	RPL7	ribosomal protein L7
218400_at	1.18e-07	1.74e-10	7.6760897	13.712238	1.7571507	OAS3	2'-5'-oligoadenylate synthetase 3
200036_s_at	1.18e-07	1.74e-10	-7.6754205	13.709718	-0.877723	RPL10A	ribosomal protein L10a
200092_s_at	1.24e-07	1.89e-10	-7.6546355	13.63145	-0.6817526	RPL37	ribosomal protein L37
201254_x_at	1.38e-07	2.16e-10	-7.6199982	13.501006	-0.7130085	RPS6	ribosomal protein S6
202446_s_at	1.39e-07	2.24e-10	7.611177	13.467782	1.2854697	PLSCR1	phospholipid scramblase 1
203458_at	1.41e-07	2.34e-10	7.6006806	13.428248	1.6227532	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)
200082_s_at	1.77e-07	3.01e-10	-7.5362133	13.185411	-0.7221717	RPS7	ribosomal protein S7
202284_s_at	1.84e-07	3.22e-10	7.5190242	13.120658	1.2492989	CDKN1A	cyclin dependent kinase inhibitor 1A
212537_x_at	1.91e-07	3.45e-10	-7.5019128	13.056195	-0.8035271	RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17	RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17
211623_s_at	1.91e-07	3.64e-10	-7.4877637	13.00289	-0.8446542	FBL	fibrillarin
207721_x_at	1.91e-07	3.76e-10	-7.4799015	12.97327	-0.7321205	HINT1	histidine triad nucleotide binding protein 1
200735_x_at	1.91e-07	3.76e-10	-7.4795063	12.971782	-0.6902699	NACA	nascent polypeptide-associated complex alpha subunit
216570_x_at	1.91e-07	3.77e-10	-7.4788328	12.969244	-0.728027		
211938_at	1.92e-07	3.87e-10	-7.4725173	12.945451	-0.9006831	EIF4B	eukaryotic translation initiation factor 4B
212270_x_at	2.22e-07	4.58e-10	-7.4295627	12.783623	-0.8577472	RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17	RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17
200022_at	2.68e-07	5.65e-10	-7.376209	12.582618	-0.6953829	RPL18	ribosomal protein L18
204204_at	2.71e-07	5.84e-10	7.368065	12.551938	1.1134331	SLC31A2	solute carrier family 31 member 2
207769_s_at	3.11e-07	6.85e-10	-7.3275206	12.399201	-0.7656705	PQBP1	polyglutamine binding protein 1
