ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
37864_s_at	0.0000545	5.94e-09	11.237141	10.51117	4.3255257	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG2///IGHG1	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)
38429_at	0.0000545	8.63e-09	-10.944594	10.18917	-3.4127552	FASN	fatty acid synthase
38194_s_at	0.0000934	2.57e-08	10.121771	9.23193	4.2440863	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
41165_g_at	0.0000934	2.96e-08	10.018843	9.10658	6.5892439	IGHM	immunoglobulin heavy constant mu
437_at	0.0001015	4.02e-08	9.798046	8.83333	4.080913	MMP3	matrix metallopeptidase 3
39114_at	0.0002568	1.22e-07	-9.0273	7.83089	-2.9165374	C10orf10	chromosome 10 open reading frame 10
41719_i_at	0.000412	3.07e-07	-8.419355	6.98405	-1.8470662	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
33274_f_at	0.000412	3.47e-07	8.341593	6.872	4.6179964	IGLC1	immunoglobulin lambda constant 1
41718_g_at	0.000412	3.51e-07	-8.333794	6.86071	-1.7776986	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
1667_s_at	0.000412	3.60e-07	-8.318394	6.8384	-1.7150482	CYP4B1	cytochrome P450 family 4 subfamily B member 1
34105_f_at	0.000412	4.48e-07	8.179403	6.6355	5.9202281	LOC100293211///IGHM	uncharacterized LOC100293211///immunoglobulin heavy constant mu
37513_at	0.000412	4.88e-07	-8.125406	6.55592	-3.2744152	SCD	stearoyl-CoA desaturase
1104_s_at	0.000412	4.89e-07	-8.124125	6.55402	-2.0735404	HSPA1L///HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
31692_at	0.000412	4.91e-07	-8.121831	6.55063	-2.1581548	HSPA1L///HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
41164_at	0.000412	4.95e-07	8.116699	6.54305	4.9828417	IGHM	immunoglobulin heavy constant mu
34095_f_at	0.000412	5.22e-07	8.083266	6.49352	4.4562803	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
40091_at	0.0004269	6.05e-07	-7.991148	6.35621	-1.3944208	BCL6	B-cell CLL/lymphoma 6
41772_at	0.0004269	6.10e-07	-7.986096	6.34864	-2.757335	MAOA	monoamine oxidase A
33273_f_at	0.0004269	6.43e-07	7.954085	6.30061	4.4049806	IGLC1	immunoglobulin lambda constant 1
318_at	0.0004463	7.07e-07	-7.894903	6.21142	-2.2146215	H1FX	H1 histone family member X
36681_at	0.000447	7.77e-07	-7.836825	6.12339	-5.1039513	APOD	apolipoprotein D
35844_at	0.000447	8.13e-07	-7.80891	6.0809	-1.8021336	SDC4	syndecan 4
39372_at	0.000447	8.14e-07	-7.808048	6.07958	-1.8451406	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
34209_at	0.0004692	8.99e-07	-7.747885	5.98761	-2.5818857	ITPKC	inositol-trisphosphate 3-kinase C
41827_f_at	0.0004692	9.29e-07	7.727508	5.95633	4.9739895	GUSBP11	glucuronidase, beta pseudogene 11
36224_g_at	0.0004789	9.86e-07	-7.691304	5.90061	-1.3607502	SFPQ	splicing factor proline and glutamine rich
39373_at	0.000514	1.10e-06	-7.625616	5.79901	-1.7128236	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
910_at	0.0005739	1.27e-06	7.537341	5.66146	2.1027768	TK1	thymidine kinase 1
33253_at	0.0006684	1.54e-06	7.425378	5.4853	1.8542834	TRIM14	tripartite motif containing 14
39827_at	0.0006975	1.66e-06	-7.380021	5.4134	-2.7030849	DDIT4	DNA damage inducible transcript 4
34777_at	0.0007448	1.85e-06	-7.314795	5.30945	-2.2047601	ADM	adrenomedullin
38222_at	0.0007448	1.89e-06	7.303146	5.29081	2.1535929	P2RY6	pyrimidinergic receptor P2Y6
34210_at	0.000887	2.38e-06	7.166506	5.07071	2.6629878	CD52	CD52 molecule
39120_at	0.000887	2.39e-06	-7.165349	5.06883	-2.4981163	MT1X	metallothionein 1X
35649_at	0.0010062	2.83e-06	-7.066053	4.90707	-2.1832979	CDO1	cysteine dioxygenase type 1
1911_s_at	0.0010062	2.92e-06	-7.049303	4.87964	-2.0838133	GADD45A	growth arrest and DNA damage inducible alpha
34268_at	0.0010062	2.95e-06	7.04323	4.86968	1.0394145	RGS19	regulator of G-protein signaling 19
33825_at	0.0010448	3.18e-06	-7.000011	4.79865	-2.3696135	SERPINA3	serpin family A member 3
34776_at	0.0010448	3.23e-06	-6.991282	4.78426	-2.0889113	CDC42EP4	CDC42 effector protein 4
117_at	0.0011332	3.59e-06	-6.930181	4.68327	-1.8226454	HSPA6	heat shock protein family A (Hsp70) member 6
37765_at	0.0011458	3.72e-06	-6.909751	4.64938	-1.5419917	LMOD1	leiomodin 1
1826_at	0.001153	3.84e-06	-6.892428	4.62058	-2.1396721	RHOB	ras homolog family member B
40923_at	0.001246	4.32e-06	6.824602	4.50741	0.9487803	SLC36A1	solute carrier family 36 member 1
32587_at	0.001246	4.34e-06	-6.821884	4.50286	-1.2704845	ZFP36L2	ZFP36 ring finger protein like 2
38976_at	0.0013617	4.85e-06	6.758952	4.39719	1.7426266	CORO1A	coronin 1A
38578_at	0.0014339	5.22e-06	6.717467	4.3272	4.1844175	CD27	CD27 molecule
36247_f_at	0.001526	5.74e-06	-6.664501	4.23745	-3.8621205	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
37157_at	0.001526	5.86e-06	-6.652626	4.21727	-1.8133498	CALB2	calbindin 2
32538_at	0.001526	6.03e-06	-6.637047	4.19076	-2.4180432	TF	transferrin
36305_at	0.001526	6.04e-06	-6.635782	4.18861	-3.8151788	SLC6A3	solute carrier family 6 member 3
40495_at	0.0016557	6.69e-06	6.57926	4.09211	1.8654991	ORAI2	ORAI calcium release-activated calcium modulator 2
41771_g_at	0.0017041	7.02e-06	-6.552443	4.04616	-2.797225	MAOA	monoamine oxidase A
34162_at	0.0017248	7.37e-06	-6.52566	4.00015	-1.3984634	RBPMS	RNA binding protein with multiple splicing
36629_at	0.0017248	7.38e-06	-6.524794	3.99866	-1.2689774	TSC22D3	TSC22 domain family member 3
819_at	0.001886	8.22e-06	-6.465223	3.89593	-2.9434192	TIMP4	TIMP metallopeptidase inhibitor 4
33862_at	0.0020456	9.19e-06	-6.403381	3.78871	-1.4615092	PLPP3	phospholipid phosphatase 3
38459_g_at	0.0020456	9.42e-06	-6.38996	3.76536	-1.1373431	CYB5A	cytochrome b5 type A
34740_at	0.0020456	9.54e-06	-6.382807	3.75291	-1.4820798	FOXO3	forkhead box O3
36976_at	0.0020456	9.56e-06	6.381935	3.75139	1.6374029	CDH11	cadherin 11
34778_at	0.0020977	9.97e-06	6.358945	3.7113	3.1000609	LRRC15	leucine rich repeat containing 15
33499_s_at	0.0023166	1.15e-05	6.283312	3.57886	3.795516	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
38995_at	0.0023166	1.15e-05	-6.282076	3.57669	-1.5356461	CLDN5	claudin 5
36711_at	0.0023166	1.17e-05	-6.271997	3.55897	-2.3511275	MAFF	MAF bZIP transcription factor F
360_at	0.0023166	1.17e-05	-6.269598	3.55476	-1.3673398	ITPKC	inositol-trisphosphate 3-kinase C
39528_at	0.0024833	1.28e-05	-6.223461	3.47344	-2.0956282	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
319_g_at	0.0025262	1.32e-05	-6.205935	3.44247	-1.1643942	H1FX	H1 histone family member X
1982_s_at	0.0025406	1.37e-05	6.185382	3.40609	1.4284292	FANCC	Fanconi anemia complementation group C
37591_at	0.0025406	1.38e-05	6.181175	3.39863	1.081071	UCP2	uncoupling protein 2
33902_at	0.0025406	1.39e-05	-6.178819	3.39446	-3.5160107	GPD1	glycerol-3-phosphate dehydrogenase 1
