CHD6	1228	10	0.008143322475570033	-0.02606687359249749	2	0.0016286644951140066	-0.647775429779626	0.14	0.4543285468652656	0	-0.0
LRRC52	463	5	0.01079913606911447	0.29156574430714144	1	0.0021598272138228943	-0.5329030537466314	0.023391812865497075	-0.757004419905553	1	-0.998341729345043
NCOA2	949	6	0.006322444678609062	-0.2438420152402025	5	0.005268703898840885	0.1394409173620109	0.23653395784543327	1.4571291942688496	0	0.0
ELK1	312	2	0.00641025641025641	-0.23333982100742756	4	0.01282051282051282	1.772639565580893	0.11475409836065574	0.1920725793977586	0	0.0
RIMBP3C	175	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	0	-0.0
RTP1	311	6	0.01929260450160772	1.3073759727879353	0	0.0	-1.0	0.0	-1.0	1	-0.6926240272120647
LRRD1	312	2	0.00641025641025641	-0.23333982100742756	0	0.0	-1.0	0.0	-1.0	0	-0.0
MFAP3L	204	0	0.0	-1.0	0	0.0	-1.0	0.10304851867754401	0.07047430303521965	1	-1.9295256969647803
ZNRF3	550	3	0.005454545454545455	-0.3476418840572292	2	0.0036363636363636364	-0.21357859594432846	0.015444015444015443	-0.8395666247252879	1	-1.4007871047268456
MBTPS2	817	7	0.008567931456548347	0.024715930795457856	2	0.0024479804161566705	-0.47058534610695313	0.07103825136612021	-0.2620503079918638	1	-0.7079197233033591
SPON1	618	4	0.006472491909385114	-0.22589651829876173	1	0.0016181229773462784	-0.650055200460664	0.041403105232892465	-0.5699020152209845	1	-1.4458537339804103
MGARP	258	0	0.0	-1.0	1	0.003875968992248062	-0.16176013133600903	0.03139717425431711	-0.673844237078882	1	-1.835604368414891
OGT	1997	11	0.005508262393590386	-0.3412173925131425	6	0.0030045067601402104	-0.35022768317883923	0.18234610917537747	0.8942225141682983	1	0.20277743847631668
NTSR1	608	2	0.003289473684210526	-0.606582276569601	0	0.0	-1.0	0.03571428571428572	-0.6289978196772281	1	-2.235580096246829
ARHGAP23	461	1	0.0021691973969631237	-0.7405661867183486	4	0.008676789587852495	0.8764935888530124	0.043715846994535526	-0.5458771126103776	0	-0.0
U2AF2	1549	11	0.0071013557133634605	-0.15068504380164338	5	0.0032278889606197547	-0.30191773364974284	0.19646182495344505	1.0408574314217278	0	0.0
C4orf51	32	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	0	-0.0
ELMO2	552	3	0.005434782608695652	-0.35000550041934075	1	0.0018115942028985507	-0.6082139744287868	0.1925754060324826	1.000485074408635	1	0.04226559956050757
OR2M3	77	1	0.012987012987012988	0.5532336093875495	0	0.0	-1.0	0	-1.0	1	-1.4467663906124506
UQCRC1	1281	10	0.0078064012490242	-0.06636231129710143	3	0.00234192037470726	-0.4935225149524364	0.07631708517971443	-0.20721346006852304	1	-0.7670982863180609
SF3A2	970	2	0.002061855670103093	-0.7534041486126983	2	0.002061855670103093	-0.554090956463279	0.12300319488817892	0.2777646977250735	0	-0.0
LSM8	1054	2	0.0018975332068311196	-0.7730569489130146	2	0.0018975332068311196	-0.5896282995914427	0.15591397849462366	0.6196439270004876	0	-0.0
TYRO3	896	14	0.015625	0.8687341862943954	8	0.008928571428571428	0.9309454117438363	0.022002200220022	-0.7714398009012627	1	1.028239797136969
FBXO7	1058	8	0.007561436672967864	-0.09565982667038707	6	0.005671077504725898	0.22646060178814567	0.11578947368421053	0.20282812146751278	0	0.0
PUS7L	588	5	0.008503401360544218	0.016998196622800315	0	0.0	-1.0	0.14450867052023122	0.5011648914794236	0	-0.0
MLXIPL	708	6	0.00847457627118644	0.013550745108824624	3	0.00423728813559322	-0.08361912663004376	0.015906680805938496	-0.834760428700356	0	-0.0
RCSD1	481	7	0.014553014553014554	0.7405258117669213	7	0.014553014553014554	2.1473205879566897	0.5431893687707641	4.642684323978901	0	0.0
CTU1	925	6	0.006486486486486486	-0.2242227810410294	5	0.005405405405405406	0.1690047898124848	0.2903225806451613	2.0158886916560803	0	0.0
SLC25A52	110	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	1	-3.0
BEX2	409	0	0.0	-1.0	0	0.0	-1.0	0.031549295774647886	-0.6722639894388134	0	-0.0
RFX3	614	8	0.013029315960912053	0.5582930022520041	2	0.003257328990228013	-0.29555085955925187	0.12917933130699089	0.34192277989087677	0	0.0
SIX3	738	2	0.0027100271002710027	-0.6758835015641157	2	0.0027100271002710027	-0.41391358776338844	0.09375	-0.026119276652724024	0	-0.0
VEGFC	962	12	0.012474012474012475	0.4918792672287898	4	0.004158004158004158	-0.10076554629808862	0.07041598884499187	-0.2685144090498731	1	0.12259931188082807
PTPN22	1223	26	0.02125919869174162	1.5425786475828895	46	0.03761242845461979	7.134285168687037	0.6560283687943264	5.814862744936023	0	0.0
SREBF1	1522	18	0.011826544021024968	0.4144426955395162	11	0.007227332457293035	0.5630254581264168	0.06325301204819277	-0.342923849307862	1	0.634544304358071
OR2F1	120	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	1	-3.0
OR2A25	20	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	1	-3.0
VPS13D	907	4	0.004410143329658214	-0.47255132117820814	6	0.006615214994487321	0.43064533262608384	0.12951807228915663	0.34544164189342547	0	0.0
BTRC	1405	17	0.012099644128113879	0.44710519194896947	7	0.00498220640569395	0.07748128313677416	0.10509554140127389	0.09173890005809286	0	0.0
TTC29	134	2	0.014925373134328358	0.7850595212364374	0	0.0	-1.0	0.0	-1.0	0	-0.0
BAMBI	429	4	0.009324009324009324	0.11514207853465087	2	0.004662004662004662	0.008232569302143002	0.0314913844325609	-0.6728655759958447	1	-0.5494909281590509
PGPEP1	269	2	0.007434944237918215	-0.11078819388222082	2	0.007434944237918215	0.6079248038312987	0.13068181818181818	0.3575307052719604	0	0.0
TM7SF3	171	0	0.0	-1.0	0	0.0	-1.0	0.15	0.5582091573556415	1	-1.4417908426443584
UCN	383	0	0.0	-1.0	1	0.0026109660574412533	-0.4353371119704708	0.12658227848101267	0.31494443658703936	1	-1.1203926753834315
ZNF688	133	0	0.0	-1.0	1	0.007518796992481203	0.6260592941000727	0.14563106796116504	0.5128244246171276	0	0.0
LDHAL6A	732	5	0.006830601092896175	-0.18306702238496378	2	0.00273224043715847	-0.4091096007778424	0.06214689265536724	-0.354414285088058	0	-0.0
CEACAM20	136	2	0.014705882352941176	0.7588086459241369	0	0.0	-1.0	0.0	-1.0	1	-1.241191354075863
TRIM7	535	10	0.018691588785046728	1.2354951013615196	1	0.001869158878504673	-0.5957646988498885	0.09900990099009901	0.02852089594431791	0	0.0
OR51G2	61	0	0.0	-1.0	0	0.0	-1.0	0	-1.0	1	-3.0
EBLN2	53	0	0.0	-1.0	1	0.018867924528301886	3.0804884172699936	0.13636363636363635	0.4165537794142195	0	0.0
IVL	424	1	0.0023584905660377358	-0.7179269152763177	2	0.0047169811320754715	0.020122104317498425	0.0	-1.0	0	-0.0
SPOCK2	727	2	0.002751031636863824	-0.6709794004873691	0	0.0	-1.0	0.35094001790510293	2.645586330548561	1	0.9746069300611921
PLA2G12B	510	2	0.00392156862745098	-0.5309843610868968	0	0.0	-1.0	0.0	-1.0	1	-2.530984361086897
OR51M1	49	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	1	-3.0
PRDM9	701	4	0.005706134094151213	-0.3175521373874961	2	0.0028530670470756064	-0.38297892691780405	0.0	-1.0	0	-0.0
CORO1A	1570	22	0.014012738853503185	0.6759093849060566	24	0.015286624203821656	2.3059753291512304	0.7443102647468648	6.731940469615778	1	9.713825183673066
WDR11	291	1	0.003436426116838488	-0.5890069143544973	12	0.041237113402061855	7.91818087073442	0.17966101694915254	0.8663296121999774	0	0.0
CCDC182	53	0	0.0	-1.0	0	0.0	-1.0	0.0	-1.0	0	-0.0
HAUS1	404	1	0.0024752475247524753	-0.7039629011810858	0	0.0	-1.0	0.15162454873646208	0.5750850688071466	0	-0.0
FURIN	1624	19	0.011699507389162561	0.39924924293964575	9	0.005541871921182266	0.1985178417720364	0.12263436790310371	0.2739333004875798	1	0.871700385199262
COCH	352	1	0.002840909090909091	-0.6602301479464735	0	0.0	-1.0	0.28169014084507044	1.9262143800105944	1	0.2659842320641208
