CHD6	1228	333	0.2711726384364821	0.04285494478410851	1	0.0008143322475570033	-0.7964020292148734	0.14	0.4543285468652656	0	-0.0
LRRC52	463	106	0.22894168466522677	-0.11955361980128407	1	0.0021598272138228943	-0.46000365415953454	0.023391812865497075	-0.757004419905553	1	-1.3365616938663716
NCOA2	949	273	0.2876712328767123	0.10630397449885177	7	0.007376185458377239	0.8441814087133283	0.23653395784543327	1.4571291942688496	0	0.0
ELK1	312	79	0.2532051282051282	-0.02624312867294288	1	0.003205128205128205	-0.19865926883289908	0.11475409836065574	0.1920725793977586	0	-0.0
RIMBP3C	175	20	0.11428571428571428	-0.5604887611514766	1	0.005714285714285714	0.42867604642363144	0.0	-1.0	0	-0.0
RTP1	311	44	0.1414790996784566	-0.4559105242550433	0	0.0	-1.0	0.0	-1.0	1	-2.455910524255043
LRRD1	312	83	0.266025641025641	0.023061016710705623	1	0.003205128205128205	-0.19865926883289908	0.0	-1.0	0	-0.0
MFAP3L	204	43	0.2107843137254902	-0.1893818450158973	0	0.0	-1.0	0.10304851867754401	0.07047430303521965	1	-1.1189075419806775
ZNRF3	550	155	0.2818181818181818	0.08379475943329072	4	0.007272727272727273	0.8183149681755308	0.015444015444015443	-0.8395666247252879	1	0.06254310288353371
MBTPS2	817	260	0.3182374541003672	0.2238532048719594	2	0.0024479804161566705	-0.38796007803149213	0.07103825136612021	-0.2620503079918638	1	-0.42615718115139656
SPON1	618	167	0.2702265372168285	0.039216501241755526	0	0.0	-1.0	0.041403105232892465	-0.5699020152209845	1	-1.530685513979229
MGARP	258	84	0.32558139534883723	0.2520959711382355	0	0.0	-1.0	0.03139717425431711	-0.673844237078882	1	-1.4217482659406464
OGT	1997	563	0.2819228843264897	0.08419741631323908	3	0.0015022533800701052	-0.6244091515411084	0.18234610917537747	0.8942225141682983	1	0.354010778940429
NTSR1	608	111	0.1825657894736842	-0.2979024823492954	2	0.003289473684210526	-0.17757135485481748	0.03571428571428572	-0.6289978196772281	1	-1.104471656881341
ARHGAP23	461	150	0.32537960954446854	0.25131995876070934	1	0.0021691973969631237	-0.45766093682400105	0.043715846994535526	-0.5458771126103776	0	-0.0
U2AF2	1549	410	0.26468689477081986	0.017912568992303247	3	0.001936733376371853	-0.5157811979519648	0.19646182495344505	1.0408574314217278	0	0.0
C4orf51	32	8	0.25	-0.03856916501885495	0	0.0	-1.0	0.0	-1.0	0	-0.0
ELMO2	552	150	0.2717391304347826	0.045033516283853256	1	0.0018115942028985507	-0.5470682823838124	0.1925754060324826	1.000485074408635	1	0.49845030830867587
OR2M3	77	8	0.1038961038961039	-0.6004443283195241	1	0.012987012987012988	2.2469910145991627	0	-1.0	1	0.6465466862796387
UQCRC1	1281	381	0.297423887587822	0.14380998634759176	4	0.00312256049960968	-0.21930270687233255	0.07631708517971443	-0.20721346006852304	1	-0.2827061805932638
SF3A2	970	222	0.2288659793814433	-0.1198447613780858	3	0.003092783505154639	-0.22674750064700364	0.12300319488817892	0.2777646977250735	0	-0.0
LSM8	1054	286	0.2713472485768501	0.04352644707630929	1	0.0009487666034155598	-0.7627909790093591	0.15591397849462366	0.6196439270004876	0	-0.0
TYRO3	896	250	0.27901785714285715	0.07302548547002799	7	0.0078125	0.9532680322198086	0.022002200220022	-0.7714398009012627	1	0.25485371678857394
FBXO7	1058	295	0.27882797731569	0.07229526018691035	4	0.003780718336483932	-0.05475119801839128	0.11578947368421053	0.20282812146751278	0	0.0
PUS7L	588	164	0.2789115646258503	0.07261671385651547	2	0.003401360544217687	-0.14959759141450513	0.14450867052023122	0.5011648914794236	0	0.0
MLXIPL	708	193	0.2725988700564972	0.04833983701333901	4	0.005649717514124294	0.4125328142606525	0.015906680805938496	-0.834760428700356	0	-0.0
RCSD1	481	135	0.2806652806652807	0.07936102056095293	6	0.012474012474012475	2.118731494271961	0.5431893687707641	4.642684323978901	0	0.0
CTU1	925	250	0.2702702702702703	0.03938468646610281	3	0.003243243243243243	-0.1891298114892903	0.2903225806451613	2.0158886916560803	0	0.0
SLC25A52	110	21	0.19090909090909092	-0.26581645328712555	0	0.0	-1.0	0.0	-1.0	1	-2.2658164532871257
BEX2	409	102	0.24938875305623473	-0.04091985165695062	1	0.0024449877750611247	-0.38870829309502325	0.031549295774647886	-0.6722639894388134	0	-0.0
RFX3	614	127	0.20684039087947884	-0.20454908115566497	3	0.004885993485342019	0.22158782471075966	0.12917933130699089	0.34192277989087677	0	0.0
SIX3	738	143	0.1937669376693767	-0.25482596529916673	2	0.0027100271002710027	-0.32244360941968697	0.09375	-0.026119276652724024	0	-0.0
VEGFC	962	308	0.3201663201663202	0.23127109012138333	9	0.009355509355509356	1.3390486207039705	0.07041598884499187	-0.2685144090498731	1	1.3018053017754805
PTPN22	1223	302	0.24693376941946035	-0.050361039528026764	33	0.02698282910874898	5.746201282172095	0.6560283687943264	5.814862744936023	0	0.0
SREBF1	1522	453	0.297634691195795	0.14462067870291379	9	0.005913272010512484	0.47842626354613643	0.06325301204819277	-0.342923849307862	1	0.2801230929411882
OR2F1	120	29	0.24166666666666667	-0.07061685951822644	0	0.0	-1.0	0.0	-1.0	1	-2.0706168595182266
OR2A25	20	3	0.15	-0.423141499011313	0	0.0	-1.0	0.0	-1.0	1	-2.423141499011313
