CHD6	1228	3	0.0024429967426710096	-0.7415512180272256	4	0.003257328990228013	-0.42049800915963964	0.14	0.4543285468652656	0	-0.0
LRRC52	463	4	0.008639308855291577	-0.08603281709843895	1	0.0021598272138228943	-0.6157513797235623	0.023391812865497075	-0.757004419905553	1	-1.458788616727554
NCOA2	949	10	0.01053740779768177	0.11477029948214627	6	0.006322444678609062	0.1248078684172221	0.23653395784543327	1.4571291942688496	0	0.0
ELK1	312	2	0.00641025641025641	-0.32184806781502767	1	0.003205128205128205	-0.42978490003849157	0.11475409836065574	0.1920725793977586	0	-0.0
RIMBP3C	175	0	0.0	-1.0	2	0.011428571428571429	1.03322412786275	0.0	-1.0	0	-0.0
RTP1	311	4	0.012861736334405145	0.3606649700431599	2	0.006430868167202572	0.14409717805781755	0.0	-1.0	1	-0.4952378518990226
LRRD1	312	1	0.003205128205128205	-0.6609240339075139	1	0.003205128205128205	-0.42978490003849157	0.0	-1.0	0	-0.0
MFAP3L	204	0	0.0	-1.0	0	0.0	-1.0	0.10304851867754401	0.07047430303521965	1	-1.9295256969647803
ZNRF3	550	3	0.005454545454545455	-0.4229543558862417	3	0.005454545454545455	-0.02959757533823285	0.015444015444015443	-0.8395666247252879	1	-1.2921185559497625
MBTPS2	817	7	0.008567931456548347	-0.09358395355448014	4	0.004895960832313341	-0.12897375183358328	0.07103825136612021	-0.2620503079918638	1	-0.4846080133799272
SPON1	618	10	0.016181229773462782	0.7118398288164349	0	0.0	-1.0	0.041403105232892465	-0.5699020152209845	1	-0.8580621864045496
MGARP	258	3	0.011627906976744186	0.2301360630332056	0	0.0	-1.0	0.03139717425431711	-0.673844237078882	1	-1.4437081740456763
OGT	1997	10	0.005007511266900351	-0.4702468631905073	4	0.00200300450676014	-0.6436512545057774	0.18234610917537747	0.8942225141682983	1	-0.21967560352798643
NTSR1	608	5	0.008223684210526315	-0.13000245542059474	3	0.004934210526315789	-0.12216885926978312	0.03571428571428572	-0.6289978196772281	1	-0.881169134367606
ARHGAP23	461	2	0.004338394793926247	-0.5410338333151598	2	0.004338394793926247	-0.2281687150195634	0.043715846994535526	-0.5458771126103776	0	-0.0
U2AF2	1549	10	0.006455777921239509	-0.3170322697168774	5	0.0032278889606197547	-0.42573559978053377	0.19646182495344505	1.0408574314217278	0	0.0
